"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","sale.date.d","gross.sqft","land.sqft"
"6259",2,"WAKEFIELD","03 THREE FAMILY DWELLINGS                  ","1",5077,29,NA,"C0","4649 BRONX BOULEVARD"," ",10470,"3","                  -  ","3","1,710","1,890",1965,1,"C0"," $384,000 ","4/26/2016",384000,2016-04-26,1890,1710
"6260",2,"WAKEFIELD","03 THREE FAMILY DWELLINGS                  ","1",5082,17,NA,"C0","4626 MATILDA AVENUE"," ",10470,"3","                  -  ","3","2,500","2,760",1915,1,"C0"," $545,000 ","5/6/2016",545000,2016-05-06,2760,2500
"6261",2,"WAKEFIELD","03 THREE FAMILY DWELLINGS                  ","1",5084,1,NA,"C0","713 EAST 239TH STREET"," ",10466,"3","                  -  ","3","4,144","3,300",1910,1,"C0"," $10 ","2/17/2016",10,2016-02-17,3300,4144
"6262",2,"WAKEFIELD","03 THREE FAMILY DWELLINGS                  ","1",5087,12,NA,"C0","4629 FURMAN AVENUE"," ",10470,"3","                  -  ","3","2,310","3,135",1920,1,"C0"," $350,000 ","10/26/2016",350000,2016-10-26,3135,2310
"6304",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3813,10,NA,"A5","2106 NEWBOLD AVENUE"," ",10462,"1","                  -  ","1","2,119","1,960",1960,1,"A5"," $420,000 ","10/4/2016",420000,2016-10-04,1960,2119
"6305",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3813,27,NA,"A1","2142 NEWBOLD AVENUE"," ",10462,"1","                  -  ","1","5,124","1,428",1920,1,"A1"," $403,000 ","6/15/2016",403000,2016-06-15,1428,5124
"6307",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3819,35,NA,"A5","2258 POWELL AVENUE"," ",10462,"1","                  -  ","1","1,854","1,188",1950,1,"A5"," $400,000 ","12/20/2016",4e+05,2016-12-20,1188,1854
"6308",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3821,30,NA,"A5","2242 ELLIS AVE"," ",10462,"1","                  -  ","1","2,000","1,744",1970,1,"A5"," $400,000 ","5/25/2016",4e+05,2016-05-25,1744,2000
"6309",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3821,45,NA,"A1","1213 HAVEMEYER AVENUE"," ",10462,"1","                  -  ","1","2,160","1,764",1920,1,"A1"," $270,000 ","1/25/2017",270000,2017-01-25,1764,2160
"6310",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3822,13,NA,"A1","2210 NEWBOLD AVENUE"," ",10462,"1","                  -  ","1","3,399","1,386",1935,1,"A1"," $50,000 ","7/14/2016",50000,2016-07-14,1386,3399
"6311",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3830,23,NA,"A2","2330 ELLIS AVE"," ",10462,"1","                  -  ","1","2,575","1,240",1901,1,"A2"," $232,000 ","3/24/2016",232000,2016-03-24,1240,2575
"6312",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3831,82,NA,"A1","2313 ELLIS AVENUE"," ",10462,"1","                  -  ","1","3,425","1,160",1915,1,"A1"," $125,000 ","10/18/2016",125000,2016-10-18,1160,3425
"6315",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3844,96,NA,"A1","2420 HALSEY STREET"," ",10461,"1","                  -  ","1","3,400","1,984",1899,1,"A1"," $500,000 ","1/20/2017",5e+05,2017-01-20,1984,3400
"6316",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3966,5,NA,"S1","1408 CASTLE HILL AVENUE"," ",10462,"1","1","2","1,700","1,970",1924,1,"S1"," $50,000 ","8/18/2016",50000,2016-08-18,1970,1700
"6318",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3975,16,NA,"A1","2410 FRISBY AVENUE"," ",10461,"1","                  -  ","1","2,444","1,422",1899,1,"A1"," $356,000 ","8/25/2016",356000,2016-08-25,1422,2444
"6319",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3986,29,NA,"A1","1541 OVERING STREET"," ",10461,"1","                  -  ","1","3,358","2,084",1915,1,"A1"," $525,000 ","6/8/2016",525000,2016-06-08,2084,3358
"6320",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3997,6,NA,"A5","1752 ZEREGA AVENUE"," ",10462,"1","                  -  ","1","1,649","1,010",1910,1,"A5"," $319,000 ","12/23/2016",319000,2016-12-23,1010,1649
"6321",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3997,7,NA,"A5","1754 ZEREGA AVENUE"," ",10462,"1","                  -  ","1","1,584","1,010",1910,1,"A5"," $325,000 ","6/6/2016",325000,2016-06-06,1010,1584
"6322",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3997,20,NA,"A1","2426 LYVERE STREET"," ",10461,"1","                  -  ","1","5,171","1,566",1920,1,"A1"," $580,000 ","8/19/2016",580000,2016-08-19,1566,5171
"6323",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4000,58,NA,"A1","1617 OVERING STREET"," ",10461,"1","                  -  ","1","1,892","2,274",1910,1,"A1"," $462,500 ","3/23/2016",462500,2016-03-23,2274,1892
"6325",2,"WESTCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4134,1,NA,"A2","1338 BLONDELL AVENUE"," ",10461,"1","                  -  ","1","2,250","766",1931,1,"A2"," $8,000,000 ","3/10/2016",8e+06,2016-03-10,766,2250
"6326",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3804,12,NA,"B2","2020 NEWBOLD AVENUE"," ",10462,"2","                  -  ","2","1,695","3,160",1920,1,"B2"," $595,000 ","6/10/2016",595000,2016-06-10,3160,1695
"6327",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3804,67,NA,"B1","1995 CROSS BRONX EP SR N"," ",10462,"2","                  -  ","2","5,000","3,518",1920,1,"B1"," $599,000 ","9/30/2016",599000,2016-09-30,3518,5000
"6329",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3811,34,NA,"B2","2164 GLEASON AVENUE"," ",10462,"2","                  -  ","2","2,549","2,316",1930,1,"B2"," $600,000 ","3/10/2016",6e+05,2016-03-10,2316,2549
"6330",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3812,26,NA,"B2","2138 ELLIS AVENUE"," ",10462,"2","                  -  ","2","2,549","2,158",1920,1,"B2"," $230,000 ","7/25/2016",230000,2016-07-25,2158,2549
"6332",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3813,48,NA,"S2","1237 CASTLE HILL AVENUE"," ",10462,"2","1","3","1,963","4,400",1920,1,"S2"," $470,000 ","3/11/2016",470000,2016-03-11,4400,1963
"6333",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3820,63,NA,"B1","2251 POWELL AVENUE"," ",10462,"2","                  -  ","2","2,575","3,330",1915,1,"B1"," $489,250 ","11/15/2016",489250,2016-11-15,3330,2575
"6335",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3821,43,NA,"B2","1217 HAVEMEYER AVENUE"," ",10462,"2","                  -  ","2","2,420","1,944",1920,1,"B2"," $1 ","3/5/2016",1,2016-03-05,1944,2420
"6336",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3821,64,NA,"B2","2255 GLEASON AVENUE"," ",10462,"2","                  -  ","2","2,575","3,402",1925,1,"B2"," $565,000 ","7/11/2016",565000,2016-07-11,3402,2575
"6337",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3822,25,NA,"B1","2238 NEWBOLD AVENUE"," ",10462,"2","                  -  ","2","2,472","2,660",1940,1,"B1"," $450,000 ","5/2/2016",450000,2016-05-02,2660,2472
"6338",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3822,65,NA,"B1","2253 ELLIS AVENUE"," ",10462,"2","                  -  ","2","2,472","2,540",1935,1,"B1"," $425,000 ","2/19/2016",425000,2016-02-19,2540,2472
"6340",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3822,69,NA,"B1","2243 ELLIS AVENUE"," ",10462,"2","                  -  ","2","2,472","2,540",1935,1,"B1"," $500,000 ","4/29/2016",5e+05,2016-04-29,2540,2472
"6341",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3823,61,NA,"B1","2243 NEWBOLD AVENUE"," ",10462,"2","                  -  ","2","2,850","2,320",2000,1,"B1"," $390,000 ","9/15/2016",390000,2016-09-15,2320,2850
"6343",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3828,31,NA,"B1","2348 POWELL AVE"," ",10462,"2","                  -  ","2","3,000","1,800",1933,1,"B1"," $530,000 ","11/30/2016",530000,2016-11-30,1800,3000
"6345",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3829,17,NA,"B2","2320 GLEASON AVENUE"," ",10462,"2","                  -  ","2","5,150","1,856",1930,1,"B2"," $1 ","5/25/2016",1,2016-05-25,1856,5150
"6346",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3829,31,NA,"B2","2348 GLEASON"," ",10462,"2","                  -  ","2","2,575","3,676",1930,1,"B2"," $457,000 ","10/7/2016",457000,2016-10-07,3676,2575
"6347",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3844,107,NA,"B2","1321 HERSCHELL STREET"," ",10461,"2","                  -  ","2","2,289","1,953",1910,1,"B2"," $450,000 ","10/24/2016",450000,2016-10-24,1953,2289
"6349",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3846,25,NA,"B2","2421 BUTLER PLACE"," ",10461,"2","                  -  ","2","2,800","2,310",1910,1,"B2"," $506,000 ","6/17/2016",506000,2016-06-17,2310,2800
"6350",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3966,19,NA,"B1","2167 GLEBE AVENUE"," ",10462,"2","                  -  ","2","3,250","4,397",1910,1,"B1"," $710,000 ","11/23/2016",710000,2016-11-23,4397,3250
"6351",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3968,15,NA,"B2","1533 GLOVER STREET"," ",10462,"2","                  -  ","2","2,068","3,346",1901,1,"B2"," $340,000 ","11/9/2016",340000,2016-11-09,3346,2068
"6352",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3968,34,NA,"B2","2275 LYON AVENUE"," ",10462,"2","                  -  ","2","2,500","3,262",1901,1,"B2"," $485,000 ","8/15/2016",485000,2016-08-15,3262,2500
"6354",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3970,29,NA,"B2","1443 ZEREGA AVENUE"," ",10462,"2","                  -  ","2","2,500","2,260",1901,1,"B2"," $340,000 ","10/3/2016",340000,2016-10-03,2260,2500
"6356",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3972,17,NA,"B3","2354 GLEBE AVENUE"," ",10462,"2","                  -  ","2","3,645","2,691",1945,1,"B3"," $505,000 ","8/30/2016",505000,2016-08-30,2691,3645
"6358",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3975,3,NA,"B1","1436 ZEREGA AVENUE"," ",10462,"2","                  -  ","2","2,464","2,016",1905,1,"B1"," $600,000 ","12/7/2016",6e+05,2016-12-07,2016,2464
"6359",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3975,22,NA,"B2","2426 FRISBY AVENUE"," ",10461,"2","                  -  ","2","2,639","2,120",1920,1,"B2"," $620,000 ","12/13/2016",620000,2016-12-13,2120,2639
"6360",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3976,4,NA,"B1","1456 ROWLAND STREET"," ",10461,"2","                  -  ","2","2,291","2,352",1941,1,"B1"," $520,000 ","2/12/2016",520000,2016-02-12,2352,2291
"6361",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3976,24,NA,"B2","2470 FRISBY AVENUE"," ",10461,"2","                  -  ","2","3,628","2,060",1905,1,"B2"," $520,000 ","6/1/2016",520000,2016-06-01,2060,3628
"6362",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3978,38,NA,"B3","2475 FRISBY AVENUE"," ",10461,"2","                  -  ","2","2,392","1,360",1901,1,"B3"," $250,000 ","1/24/2017",250000,2017-01-24,1360,2392
"6363",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3979,75,NA,"B3","1559 ST PETERS AVENUE"," ",10461,"2","                  -  ","2","2,394","1,653",1937,1,"B3"," $280,000 ","3/21/2016",280000,2016-03-21,1653,2394
"6366",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3991,53,NA,"B2","1735 ZEREGA AVENUE"," ",10462,"2","                  -  ","2","2,606","2,012",1910,1,"B2"," $580,000 ","10/12/2016",580000,2016-10-12,2012,2606
"6368",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3993,8,NA,"B2","1666 ZEREGA AVENUE"," ",10462,"2","                  -  ","2","1,846","1,516",1910,1,"B2"," $640,000 ","12/21/2016",640000,2016-12-21,1516,1846
"6369",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3995,21,NA,"B1","2430 BUCK STREET"," ",10461,"2","                  -  ","2","2,363","3,465",1920,1,"B1"," $378,000 ","9/21/2016",378000,2016-09-21,3465,2363
"6370",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3995,62,NA,"B1","2409 MACLAY AVENUE"," ",10461,"2","                  -  ","2","2,005","2,126",1910,1,"B1"," $520,000 ","4/20/2016",520000,2016-04-20,2126,2005
"6371",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3997,11,NA,"B1","2410 LYVERE ST"," ",10461,"2","                  -  ","2","1,482","2,388",2005,1,"B1"," $290,000 ","4/25/2016",290000,2016-04-25,2388,1482
"6372",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",3997,38,NA,"S2","2440 EAST TREMONT AVENUE"," ",10461,"2","1","3","998","3,233",1915,1,"S2"," $430,000 ","3/3/2016",430000,2016-03-03,3233,998
"6374",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4000,65,NA,"B2","1601 OVERING STREET"," ",10461,"2","                  -  ","2","5,174","1,900",1920,1,"B2"," $410,670 ","1/6/2017",410670,2017-01-06,1900,5174
"6376",2,"WESTCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4062,4,NA,"B9","2453 POPLAR STREET"," ",10461,"2","                  -  ","2","4,993","4,700",1920,1,"B9"," $600,000 ","6/27/2016",6e+05,2016-06-27,4700,4993
